Month,¸ðµ¨,ÆÇ¸Å·®,Á¡À¯À²,Àü¿ù´ëºñ,Àü¿ù´ëºñº¯È­·®,Àü³â´ëºñ,Àü³â´ëºñº¯È­·®
2023-11-00,7 Series,545,0.30%,210,335¡ã,0,545¡ã
2023-12-00,7 Series,377,0.30%,545,168¡å,232,145¡ã
2024-01-00,7 Series,87,0.10%,377,290¡å,91,4¡å
2024-02-00,7 Series,332,0.30%,87,245¡ã,140,192¡ã
2024-03-00,7 Series,388,0.30%,332,56¡ã,163,225¡ã
2024-04-00,7 Series,412,0.30%,388,24¡ã,214,198¡ã
2024-05-00,7 Series,327,0.20%,412,85¡å,261,66¡ã
2024-06-00,7 Series,371,0.30%,327,44¡ã,388,17¡å
2024-07-00,7 Series,420,0.30%,371,49¡ã,305,115¡ã
2024-08-00,7 Series,292,0.20%,420,128¡å,423,131¡å
2024-09-00,7 Series,417,0.30%,292,125¡ã,368,49¡ã
2022-01-00,718 Boxster,75,0.10%,54,21¡ã,10,65¡ã
2022-02-00,718 Boxster,59,0.00%,75,16¡å,43,16¡ã
2022-03-00,718 Boxster,52,0.00%,59,7¡å,69,17¡å
2022-04-00,718 Boxster,52,0.00%,52,0¡å,68,16¡å
2022-05-00,718 Boxster,54,0.00%,52,2¡ã,27,27¡ã
2022-06-00,718 Boxster,19,0.00%,54,35¡å,60,41¡å
2022-07-00,718 Boxster,20,0.00%,19,1¡ã,20,0¡å
2022-08-00,718 Boxster,5,0.00%,20,15¡å,45,40¡å
2022-10-00,718 Boxster,18,0.00%,0,18¡ã,23,5¡å
2022-11-00,718 Boxster,33,0.00%,18,15¡ã,49,16¡å
2022-12-00,718 Boxster,21,0.00%,33,12¡å,54,33¡å
2023-01-00,718 Boxster,15,0.00%,21,6¡å,75,60¡å
2023-02-00,718 Boxster,20,0.00%,15,5¡ã,59,39¡å
2023-03-00,718 Boxster,11,0.00%,20,9¡å,52,41¡å
2023-04-00,718 Boxster,59,0.00%,11,48¡ã,52,7¡ã
2023-05-00,718 Boxster,62,0.00%,59,3¡ã,54,8¡ã
2023-06-00,718 Boxster,48,0.00%,62,14¡å,19,29¡ã
2023-07-00,718 Boxster,60,0.00%,48,12¡ã,20,40¡ã
2023-08-00,718 Boxster,51,0.00%,60,9¡å,5,46¡ã
2023-09-00,718 Boxster,31,0.00%,51,20¡å,0,31¡ã
2023-10-00,718 Boxster,25,0.00%,31,6¡å,18,7¡ã
2023-11-00,718 Boxster,31,0.00%,25,6¡ã,33,2¡å
2023-12-00,718 Boxster,37,0.00%,31,6¡ã,21,16¡ã
2024-01-00,718 Boxster,45,0.00%,37,8¡ã,15,30¡ã
2024-02-00,718 Boxster,59,0.10%,45,14¡ã,20,39¡ã
2024-03-00,718 Boxster,33,0.00%,59,26¡å,11,22¡ã
2024-04-00,718 Boxster,18,0.00%,33,15¡å,59,41¡å
2024-05-00,718 Boxster,16,0.00%,18,2¡å,62,46¡å
2024-06-00,718 Boxster,34,0.00%,16,18¡ã,48,14¡å
2024-07-00,718 Boxster,27,0.00%,34,7¡å,60,33¡å
2024-08-00,718 Boxster,28,0.00%,27,1¡ã,51,23¡å
2024-09-00,718 Boxster,11,0.00%,28,17¡å,31,20¡å
2022-01-00,718 Cayman,6,0.00%,13,7¡å,12,6¡å
2022-02-00,718 Cayman,6,0.00%,6,0¡å,13,7¡å
2022-03-00,718 Cayman,22,0.00%,6,16¡ã,19,3¡ã
2022-04-00,718 Cayman,17,0.00%,22,5¡å,18,1¡å
2022-05-00,718 Cayman,15,0.00%,17,2¡å,8,7¡ã
2022-06-00,718 Cayman,3,0.00%,15,12¡å,13,10¡å
2022-07-00,718 Cayman,9,0.00%,3,6¡ã,10,1¡å
2022-08-00,718 Cayman,1,0.00%,9,8¡å,11,10¡å
2022-10-00,718 Cayman,13,0.00%,0,13¡ã,0,13¡ã
2022-11-00,718 Cayman,23,0.00%,13,10¡ã,9,14¡ã
2022-12-00,718 Cayman,20,0.00%,23,3¡å,13,7¡ã
2023-01-00,718 Cayman,12,0.00%,20,8¡å,6,6¡ã
2023-02-00,718 Cayman,19,0.00%,12,7¡ã,6,13¡ã
2023-03-00,718 Cayman,16,0.00%,19,3¡å,22,6¡å
2023-04-00,718 Cayman,15,0.00%,16,1¡å,17,2¡å
2023-05-00,718 Cayman,19,0.00%,15,4¡ã,15,4¡ã
2023-06-00,718 Cayman,15,0.00%,19,4¡å,3,12¡ã
2023-07-00,718 Cayman,7,0.00%,15,8¡å,9,2¡å
2023-08-00,718 Cayman,7,0.00%,7,0¡å,1,6¡ã
2023-09-00,718 Cayman,9,0.00%,7,2¡ã,0,9¡ã
2023-10-00,718 Cayman,9,0.00%,9,0¡å,13,4¡å
2023-11-00,718 Cayman,14,0.00%,9,5¡ã,23,9¡å
2023-12-00,718 Cayman,7,0.00%,14,7¡å,20,13¡å
2024-01-00,718 Cayman,6,0.00%,7,1¡å,12,6¡å
2024-02-00,718 Cayman,12,0.00%,6,6¡ã,19,7¡å
2024-03-00,718 Cayman,6,0.00%,12,6¡å,16,10¡å
2024-04-00,718 Cayman,5,0.00%,6,1¡å,15,10¡å
2024-05-00,718 Cayman,5,0.00%,5,0¡å,19,14¡å
2024-06-00,718 Cayman,4,0.00%,5,1¡å,15,11¡å
2024-07-00,718 Cayman,2,0.00%,4,2¡å,7,5¡å
2024-08-00,718 Cayman,7,0.00%,2,5¡ã,7,0¡å
2024-09-00,718 Cayman,5,0.00%,7,2¡å,9,4¡å
2022-01-00,8 Series,34,0.00%,29,5¡ã,29,5¡ã
2022-02-00,8 Series,12,0.00%,34,22¡å,13,1¡å
2022-03-00,8 Series,16,0.00%,12,4¡ã,30,14¡å
2022-04-00,8 Series,20,0.00%,16,4¡ã,34,14¡å
2022-05-00,8 Series,18,0.00%,20,2¡å,39,21¡å
2022-06-00,8 Series,32,0.00%,18,14¡ã,46,14¡å
2022-07-00,8 Series,35,0.00%,5,30¡ã,0,35¡ã
2022-08-00,8 Series,82,0.10%,35,47¡ã,0,82¡ã
2022-08-00,8 Series,3,0.00%,8,5¡å,28,25¡å
2022-09-00,8 Series,115,0.10%,82,33¡ã,0,115¡ã
2022-09-00,8 Series,2,0.00%,3,1¡å,26,24¡å
2022-10-00,8 Series,141,0.10%,115,26¡ã,0,141¡ã
2022-10-00,8 Series,1,0.00%,2,1¡å,46,45¡å
2022-11-00,8 Series,87,0.10%,141,54¡å,0,87¡ã
2022-12-00,8 Series,38,0.00%,87,49¡å,0,38¡ã
2023-01-00,8 Series,30,0.00%,38,8¡å,0,30¡ã
2023-02-00,8 Series,26,0.00%,30,4¡å,0,26¡ã
2023-03-00,8 Series,45,0.00%,26,19¡ã,0,45¡ã
2023-04-00,8 Series,37,0.00%,45,8¡å,0,37¡ã
2023-05-00,8 Series,58,0.00%,37,21¡ã,0,58¡ã
2023-06-00,8 Series,74,0.00%,58,16¡ã,5,69¡ã
2023-07-00,8 Series,40,0.00%,74,34¡å,35,5¡ã
2023-08-00,8 Series,50,0.00%,40,10¡ã,82,32¡å
2023-09-00,8 Series,53,0.00%,50,3¡ã,115,62¡å
2023-10-00,8 Series,75,0.10%,53,22¡ã,141,66¡å
2023-11-00,8 Series,83,0.10%,75,8¡ã,87,4¡å
2023-12-00,8 Series,78,0.10%,83,5¡å,38,40¡ã
2024-01-00,8 Series,32,0.00%,78,46¡å,30,2¡ã
2024-02-00,8 Series,64,0.10%,32,32¡ã,26,38¡ã
2024-03-00,8 Series,45,0.00%,64,19¡å,45,0¡å
2024-04-00,8 Series,44,0.00%,45,1¡å,37,7¡ã
2024-05-00,8 Series,55,0.00%,44,11¡ã,58,3¡å
2024-06-00,8 Series,47,0.00%,55,8¡å,74,27¡å
2024-07-00,8 Series,51,0.00%,47,4¡ã,40,11¡ã
2024-08-00,8 Series,74,0.10%,51,23¡ã,50,24¡ã
2024-09-00,8 Series,55,0.00%,74,19¡å,53,2¡ã
2022-01-00,911,117,0.10%,27,90¡ã,132,15¡å
2022-02-00,911,61,0.00%,117,56¡å,97,36¡å
2022-03-00,911,175,0.10%,61,114¡ã,38,137¡ã
2022-04-00,911,176,0.10%,175,1¡ã,63,113¡ã
2022-05-00,911,140,0.10%,176,36¡å,170,30¡å
2022-06-00,911,95,0.10%,140,45¡å,171,76¡å
2022-07-00,911,66,0.00%,95,29¡å,99,33¡å
2022-08-00,911,35,0.00%,66,31¡å,51,16¡å
2022-09-00,911,64,0.00%,35,29¡ã,57,7¡ã
2022-10-00,911,46,0.00%,64,18¡å,34,12¡ã
2022-11-00,911,41,0.00%,46,5¡å,75,34¡å
2022-12-00,911,34,0.00%,41,7¡å,27,7¡ã
2023-01-00,911,62,0.10%,34,28¡ã,117,55¡å
2023-02-00,911,101,0.10%,62,39¡ã,61,40¡ã
2023-03-00,911,101,0.10%,101,0¡å,175,74¡å
2023-04-00,911,136,0.10%,101,35¡ã,176,40¡å
2023-05-00,911,147,0.10%,136,11¡ã,140,7¡ã
2023-06-00,911,136,0.10%,147,11¡å,95,41¡ã
2023-07-00,911,105,0.10%,136,31¡å,66,39¡ã
2023-08-00,911,174,0.10%,105,69¡ã,35,139¡ã
2023-09-00,911,119,0.10%,174,55¡å,64,55¡ã
2023-10-00,911,99,0.10%,119,20¡å,46,53¡ã
2023-11-00,911,60,0.00%,99,39¡å,41,19¡ã
2023-12-00,911,62,0.00%,60,2¡ã,34,28¡ã
2024-01-00,911,85,0.10%,62,23¡ã,62,23¡ã
2024-02-00,911,90,0.10%,85,5¡ã,101,11¡å
2024-03-00,911,73,0.10%,90,17¡å,101,28¡å
2024-04-00,911,107,0.10%,73,34¡ã,136,29¡å
2024-05-00,911,120,0.10%,107,13¡ã,147,27¡å
2024-06-00,911,57,0.00%,120,63¡å,136,79¡å
2024-07-00,911,204,0.20%,57,147¡ã,105,99¡ã
2024-08-00,911,235,0.20%,204,31¡ã,174,61¡ã
2024-09-00,911,126,0.10%,235,109¡å,119,7¡ã
2022-01-00,A-Class,5,0.00%,128,123¡å,832,827¡å
2022-02-00,A-Class,413,0.30%,5,408¡ã,598,185¡å
2022-03-00,A-Class,274,0.20%,413,139¡å,495,221¡å
2022-04-00,A-Class,119,0.10%,274,155¡å,478,359¡å
2022-05-00,A-Class,367,0.30%,119,248¡ã,323,44¡ã
2022-06-00,A-Class,182,0.10%,367,185¡å,406,224¡å
2022-07-00,A-Class,142,0.10%,182,40¡å,386,244¡å
2022-08-00,A-Class,442,0.30%,142,300¡ã,376,66¡ã
2022-09-00,A-Class,269,0.20%,442,173¡å,403,134¡å
2022-10-00,A-Class,358,0.20%,269,89¡ã,62,296¡ã
2022-11-00,A-Class,193,0.10%,358,165¡å,35,158¡ã
2022-12-00,A-Class,675,0.40%,193,482¡ã,128,547¡ã
2023-01-00,A-Class,68,0.10%,675,607¡å,5,63¡ã
2023-02-00,A-Class,171,0.10%,68,103¡ã,413,242¡å
2023-03-00,A-Class,79,0.00%,171,92¡å,274,195¡å
2023-04-00,A-Class,47,0.00%,79,32¡å,119,72¡å
2023-05-00,A-Class,132,0.10%,47,85¡ã,367,235¡å
2023-06-00,A-Class,65,0.00%,132,67¡å,182,117¡å
2023-07-00,A-Class,21,0.00%,65,44¡å,142,121¡å
2023-08-00,A-Class,15,0.00%,21,6¡å,442,427¡å
2023-09-00,A-Class,10,0.00%,15,5¡å,269,259¡å
2023-10-00,A-Class,9,0.00%,10,1¡å,358,349¡å
2023-11-00,A-Class,23,0.00%,9,14¡ã,193,170¡å
2023-12-00,A-Class,186,0.10%,0,186¡ã,0,186¡ã
2023-12-00,A-Class,13,0.00%,23,10¡å,675,662¡å
2024-01-00,A-Class,181,0.20%,186,5¡å,0,181¡ã
2024-01-00,A-Class,5,0.00%,13,8¡å,68,63¡å
2024-02-00,A-Class,218,0.20%,181,37¡ã,0,218¡ã
2024-02-00,A-Class,1,0.00%,5,4¡å,171,170¡å
2024-03-00,A-Class,260,0.20%,218,42¡ã,0,260¡ã
2024-03-00,A-Class,1,0.00%,1,0¡å,79,78¡å
2024-04-00,A-Class,367,0.30%,260,107¡ã,0,367¡ã
2024-05-00,A-Class,269,0.20%,367,98¡å,0,269¡ã
2024-06-00,A-Class,235,0.20%,269,34¡å,0,235¡ã
2024-07-00,A-Class,73,0.10%,235,162¡å,0,73¡ã
2024-08-00,A-Class,119,0.10%,73,46¡ã,0,119¡ã
2024-09-00,A-Class,154,0.10%,119,35¡ã,0,154¡ã
2022-07-00,A3,277,0.20%,0,277¡ã,0,277¡ã
2022-08-00,A3,153,0.10%,277,124¡å,0,153¡ã
2022-09-00,A3,27,0.00%,153,126¡å,0,27¡ã
2022-10-00,A3,6,0.00%,27,21¡å,0,6¡ã
2022-11-00,A3,73,0.00%,6,67¡ã,0,73¡ã
2022-12-00,A3,86,0.10%,73,13¡ã,0,86¡ã
2023-01-00,A3,67,0.10%,86,19¡å,0,67¡ã
2023-02-00,A3,98,0.10%,67,31¡ã,0,98¡ã
2023-03-00,A3,79,0.00%,98,19¡å,0,79¡ã
2023-04-00,A3,16,0.00%,79,63¡å,0,16¡ã
2023-05-00,A3,133,0.10%,16,117¡ã,0,133¡ã
2023-06-00,A3,100,0.10%,133,33¡å,0,100¡ã
2023-07-00,A3,123,0.10%,100,23¡ã,277,154¡å
2023-08-00,A3,121,0.10%,123,2¡å,153,32¡å
2023-09-00,A3,103,0.10%,121,18¡å,27,76¡ã
2023-10-00,A3,81,0.10%,103,22¡å,6,75¡ã
2023-11-00,A3,111,0.10%,81,30¡ã,73,38¡ã
2023-12-00,A3,115,0.10%,111,4¡ã,86,29¡ã
2024-01-00,A3,17,0.00%,115,98¡å,67,50¡å
2024-02-00,A3,25,0.00%,17,8¡ã,98,73¡å
2024-03-00,A3,13,0.00%,25,12¡å,79,66¡å
2024-04-00,A3,42,0.00%,13,29¡ã,16,26¡ã
2024-05-00,A3,34,0.00%,42,8¡å,133,99¡å
2024-06-00,A3,29,0.00%,34,5¡å,100,71¡å
2024-07-00,A3,24,0.00%,29,5¡å,123,99¡å
2024-08-00,A3,55,0.00%,24,31¡ã,121,66¡å
2024-09-00,A3,78,0.10%,55,23¡ã,103,25¡å
2022-01-00,A4,272,0.20%,594,322¡å,188,84¡ã
2022-02-00,A4,19,0.00%,272,253¡å,113,94¡å
2022-03-00,A4,107,0.10%,19,88¡ã,163,56¡å
2022-04-00,A4,50,0.00%,107,57¡å,92,42¡å
2022-05-00,A4,113,0.10%,50,63¡ã,18,95¡ã
2022-06-00,A4,96,0.10%,113,17¡å,111,15¡å
2022-07-00,A4,34,0.00%,96,62¡å,179,145¡å
2022-08-00,A4,97,0.10%,34,63¡ã,75,22¡ã
2022-09-00,A4,50,0.00%,97,47¡å,11,39¡ã
2022-10-00,A4,71,0.00%,50,21¡ã,239,168¡å
2022-11-00,A4,68,0.00%,71,3¡å,407,339¡å
2022-12-00,A4,144,0.10%,68,76¡ã,594,450¡å
2023-01-00,A4,153,0.10%,144,9¡ã,272,119¡å
2023-02-00,A4,179,0.10%,153,26¡ã,19,160¡ã
2023-03-00,A4,296,0.20%,179,117¡ã,107,189¡ã
2023-04-00,A4,23,0.00%,296,273¡å,50,27¡å
2023-05-00,A4,51,0.00%,23,28¡ã,113,62¡å
2023-06-00,A4,41,0.00%,51,10¡å,96,55¡å
2023-07-00,A4,51,0.00%,41,10¡ã,34,17¡ã
2023-08-00,A4,49,0.00%,51,2¡å,97,48¡å
2023-09-00,A4,50,0.00%,49,1¡ã,50,0¡å
2023-10-00,A4,35,0.00%,50,15¡å,71,36¡å
2023-11-00,A4,61,0.00%,35,26¡ã,68,7¡å
2023-12-00,A4,48,0.00%,61,13¡å,144,96¡å
2024-01-00,A4,8,0.00%,48,40¡å,153,145¡å
2024-02-00,A4,17,0.00%,8,9¡ã,179,162¡å
2024-03-00,A4,15,0.00%,17,2¡å,296,281¡å
2024-04-00,A4,9,0.00%,15,6¡å,23,14¡å
2024-05-00,A4,12,0.00%,9,3¡ã,51,39¡å
2024-06-00,A4,7,0.00%,12,5¡å,41,34¡å
2024-07-00,A4,5,0.00%,7,2¡å,51,46¡å
2024-08-00,A4,13,0.00%,5,8¡ã,49,36¡å
2024-09-00,A4,10,0.00%,13,3¡å,50,40¡å
2022-01-00,A5,23,0.00%,291,268¡å,163,140¡å
2022-02-00,A5,3,0.00%,23,20¡å,72,69¡å
2022-03-00,A5,18,0.00%,3,15¡ã,109,91¡å
2022-04-00,A5,25,0.00%,18,7¡ã,64,39¡å
2022-05-00,A5,189,0.10%,25,164¡ã,35,154¡ã
2022-06-00,A5,63,0.00%,189,126¡å,76,13¡å
2022-07-00,A5,48,0.00%,63,15¡å,66,18¡å
2022-08-00,A5,63,0.00%,48,15¡ã,32,31¡ã
2022-09-00,A5,15,0.00%,63,48¡å,2,13¡ã
2022-10-00,A5,39,0.00%,15,24¡ã,63,24¡å
2022-11-00,A5,69,0.00%,39,30¡ã,102,33¡å
2022-12-00,A5,107,0.10%,69,38¡ã,291,184¡å
2023-01-00,A5,109,0.10%,107,2¡ã,23,86¡ã
2023-02-00,A5,112,0.10%,109,3¡ã,3,109¡ã
2023-03-00,A5,109,0.10%,112,3¡å,18,91¡ã
2023-04-00,A5,14,0.00%,109,95¡å,25,11¡å
2023-05-00,A5,51,0.00%,14,37¡ã,189,138¡å
2023-06-00,A5,41,0.00%,51,10¡å,63,22¡å
2023-07-00,A5,37,0.00%,41,4¡å,48,11¡å
2023-08-00,A5,32,0.00%,37,5¡å,63,31¡å
2023-09-00,A5,27,0.00%,32,5¡å,15,12¡ã
2023-10-00,A5,24,0.00%,27,3¡å,39,15¡å
2023-11-00,A5,31,0.00%,24,7¡ã,69,38¡å
2023-12-00,A5,38,0.00%,31,7¡ã,107,69¡å
2024-01-00,A5,4,0.00%,38,34¡å,109,105¡å
2024-02-00,A5,11,0.00%,4,7¡ã,112,101¡å
2024-03-00,A5,6,0.00%,11,5¡å,109,103¡å
2024-04-00,A5,17,0.00%,6,11¡ã,14,3¡ã
2024-05-00,A5,9,0.00%,17,8¡å,51,42¡å
2024-06-00,A5,10,0.00%,9,1¡ã,41,31¡å
2024-07-00,A5,9,0.00%,10,1¡å,37,28¡å
2024-08-00,A5,6,0.00%,9,3¡å,32,26¡å
2024-09-00,A5,21,0.00%,6,15¡ã,27,6¡å
2022-01-00,A6,423,0.40%,"2,429","2,006¡å","1,096",673¡å
2022-02-00,A6,371,0.30%,423,52¡å,"1,483","1,112¡å"
2022-03-00,A6,364,0.30%,371,7¡å,"1,486","1,122¡å"
2022-04-00,A6,390,0.30%,364,26¡ã,719,329¡å
2022-05-00,A6,846,0.60%,390,456¡ã,0,846¡ã
2022-06-00,A6,794,0.50%,846,52¡å,802,8¡å
2022-07-00,A6,638,0.40%,794,156¡å,"1,281",643¡å
2022-08-00,A6,"1,049",0.80%,638,411¡ã,277,772¡ã
2022-09-00,A6,413,0.30%,"1,049",636¡å,307,106¡ã
2022-10-00,A6,573,0.40%,413,160¡ã,"1,276",703¡å
2022-11-00,A6,713,0.50%,573,140¡ã,"1,225",512¡å
2022-12-00,A6,"1,714",1.10%,713,"1,001¡ã","2,429",715¡å
2023-01-00,A6,"1,498",1.30%,"1,714",216¡å,423,"1,075¡ã"
2023-02-00,A6,998,0.70%,"1,498",500¡å,371,627¡ã
2023-03-00,A6,975,0.60%,998,23¡å,364,611¡ã
2023-04-00,A6,182,0.10%,975,793¡å,390,208¡å
2023-05-00,A6,242,0.20%,182,60¡ã,846,604¡å
2023-06-00,A6,671,0.40%,242,429¡ã,794,123¡å
2023-07-00,A6,573,0.40%,671,98¡å,638,65¡å
2023-08-00,A6,646,0.50%,573,73¡ã,"1,049",403¡å
2023-09-00,A6,571,0.40%,646,75¡å,413,158¡ã
2023-10-00,A6,471,0.30%,571,100¡å,573,102¡å
2023-11-00,A6,545,0.30%,471,74¡ã,713,168¡å
2023-12-00,A6,539,0.40%,545,6¡å,"1,714","1,175¡å"
2024-01-00,A6,22,0.00%,539,517¡å,"1,498","1,476¡å"
2024-02-00,A6,56,0.00%,22,34¡ã,998,942¡å
2024-03-00,A6,84,0.10%,56,28¡ã,975,891¡å
2024-04-00,A6,136,0.10%,84,52¡ã,182,46¡å
2024-05-00,A6,289,0.20%,136,153¡ã,242,47¡ã
2024-06-00,A6,293,0.20%,289,4¡ã,671,378¡å
2024-07-00,A6,243,0.20%,293,50¡å,573,330¡å
2024-08-00,A6,187,0.10%,243,56¡å,646,459¡å
2024-09-00,A6,114,0.10%,187,73¡å,571,457¡å
2022-01-00,A7,178,0.20%,221,43¡å,170,8¡ã
2022-02-00,A7,163,0.10%,178,15¡å,258,95¡å
2022-03-00,A7,109,0.10%,163,54¡å,350,241¡å
2022-04-00,A7,86,0.10%,109,23¡å,114,28¡å
2022-05-00,A7,123,0.10%,86,37¡ã,159,36¡å
2022-06-00,A7,122,0.10%,123,1¡å,181,59¡å
2022-07-00,A7,103,0.10%,122,19¡å,164,61¡å
2022-08-00,A7,78,0.10%,103,25¡å,36,42¡ã
2022-09-00,A7,39,0.00%,78,39¡å,3,36¡ã
2022-10-00,A7,37,0.00%,39,2¡å,63,26¡å
2022-11-00,A7,92,0.10%,37,55¡ã,32,60¡ã
2022-12-00,A7,19,0.00%,92,73¡å,221,202¡å
2023-01-00,A7,30,0.00%,19,11¡ã,178,148¡å
2023-02-00,A7,67,0.00%,30,37¡ã,163,96¡å
2023-03-00,A7,77,0.00%,67,10¡ã,109,32¡å
2023-04-00,A7,26,0.00%,77,51¡å,86,60¡å
2023-05-00,A7,34,0.00%,26,8¡ã,123,89¡å
2023-06-00,A7,37,0.00%,34,3¡ã,122,85¡å
2023-07-00,A7,71,0.10%,37,34¡ã,103,32¡å
2023-08-00,A7,56,0.00%,71,15¡å,78,22¡å
2023-09-00,A7,45,0.00%,56,11¡å,39,6¡ã
2023-10-00,A7,41,0.00%,45,4¡å,37,4¡ã
2023-11-00,A7,32,0.00%,41,9¡å,92,60¡å
2023-12-00,A7,35,0.00%,32,3¡ã,19,16¡ã
2024-01-00,A7,9,0.00%,35,26¡å,30,21¡å
2024-02-00,A7,23,0.00%,9,14¡ã,67,44¡å
2024-03-00,A7,18,0.00%,23,5¡å,77,59¡å
2024-04-00,A7,32,0.00%,18,14¡ã,26,6¡ã
2024-05-00,A7,15,0.00%,32,17¡å,34,19¡å
2024-06-00,A7,19,0.00%,15,4¡ã,37,18¡å
2024-07-00,A7,19,0.00%,19,0¡å,71,52¡å
2024-08-00,A7,15,0.00%,19,4¡å,56,41¡å
2024-09-00,A7,17,0.00%,15,2¡ã,45,28¡å
2022-01-00,A8,61,0.10%,63,2¡å,87,26¡å
2022-02-00,A8,126,0.10%,61,65¡ã,88,38¡ã
2022-03-00,A8,77,0.10%,126,49¡å,105,28¡å
2022-04-00,A8,75,0.10%,77,2¡å,72,3¡ã
2022-05-00,A8,90,0.10%,75,15¡ã,0,90¡ã
2022-06-00,A8,64,0.00%,90,26¡å,121,57¡å
2022-07-00,A8,84,0.10%,64,20¡ã,164,80¡å
2022-08-00,A8,96,0.10%,84,12¡ã,130,34¡å
2022-09-00,A8,78,0.10%,96,18¡å,55,23¡ã
2022-10-00,A8,57,0.00%,0,57¡ã,0,57¡ã
2022-10-00,A8,8,0.00%,78,70¡å,93,85¡å
2022-11-00,A8,39,0.00%,57,18¡å,0,39¡ã
2022-11-00,A8,3,0.00%,8,5¡å,48,45¡å
2022-12-00,A8,33,0.00%,39,6¡å,0,33¡ã
2022-12-00,A8,2,0.00%,3,1¡å,63,61¡å
2023-01-00,A8,56,0.00%,33,23¡ã,0,56¡ã
2023-01-00,A8,2,0.00%,2,0¡å,61,59¡å
2023-02-00,A8,71,0.00%,56,15¡ã,0,71¡ã
2023-03-00,A8,59,0.00%,71,12¡å,0,59¡ã
2023-03-00,A8,2,0.00%,0,2¡ã,77,75¡å
2023-04-00,A8,16,0.00%,59,43¡å,0,16¡ã
2023-05-00,A8,33,0.00%,16,17¡ã,0,33¡ã
2023-05-00,A8,2,0.00%,0,2¡ã,90,88¡å
2023-06-00,A8,71,0.00%,33,38¡ã,0,71¡ã
2023-07-00,A8,98,0.10%,71,27¡ã,0,98¡ã
2023-08-00,A8,70,0.10%,98,28¡å,0,70¡ã
2023-09-00,A8,66,0.00%,70,4¡å,0,66¡ã
2023-10-00,A8,61,0.00%,66,5¡å,57,4¡ã
2023-11-00,A8,77,0.00%,61,16¡ã,39,38¡ã
2023-12-00,A8,84,0.10%,77,7¡ã,33,51¡ã
2024-01-00,A8,13,0.00%,84,71¡å,56,43¡å
2024-02-00,A8,8,0.00%,13,5¡å,71,63¡å
2024-03-00,A8,9,0.00%,8,1¡ã,59,50¡å
2024-04-00,A8,5,0.00%,9,4¡å,16,11¡å
2024-05-00,A8,8,0.00%,5,3¡ã,33,25¡å
2024-06-00,A8,2,0.00%,8,6¡å,71,69¡å
2024-07-00,A8,2,0.00%,2,0¡å,98,96¡å
2024-08-00,A8,8,0.00%,2,6¡ã,70,62¡å
2024-09-00,A8,33,0.00%,8,25¡ã,66,33¡å
2022-01-00,AMG GT,11,0.00%,4,7¡ã,1,10¡ã
2022-01-00,AMG GT,5,0.00%,48,43¡å,19,14¡å
2022-02-00,AMG GT,2,0.00%,5,3¡å,12,10¡å
2022-02-00,AMG GT,2,0.00%,11,9¡å,2,0¡å
2022-03-00,AMG GT,169,0.10%,2,167¡ã,3,166¡ã
2022-03-00,AMG GT,2,0.00%,2,0¡å,15,13¡å
2022-04-00,AMG GT,178,0.10%,169,9¡ã,11,167¡ã
2022-04-00,AMG GT,1,0.00%,2,1¡å,351,350¡å
2022-05-00,AMG GT,149,0.10%,178,29¡å,0,149¡ã
2022-05-00,AMG GT,1,0.00%,1,0¡å,265,264¡å
2022-06-00,AMG GT,107,0.10%,149,42¡å,3,104¡ã
2022-07-00,AMG GT,176,0.10%,107,69¡ã,0,176¡ã
2022-08-00,AMG GT,78,0.10%,176,98¡å,2,76¡ã
2022-09-00,AMG GT,13,0.00%,78,65¡å,2,11¡ã
2022-10-00,AMG GT,12,0.00%,13,1¡å,4,8¡ã
2022-11-00,AMG GT,208,0.10%,12,196¡ã,12,196¡ã
2022-12-00,AMG GT,118,0.10%,208,90¡å,4,114¡ã
2023-01-00,AMG GT,33,0.00%,118,85¡å,11,22¡ã
2023-02-00,AMG GT,65,0.00%,33,32¡ã,2,63¡ã
2023-03-00,AMG GT,102,0.10%,65,37¡ã,169,67¡å
2023-04-00,AMG GT,89,0.10%,102,13¡å,178,89¡å
2023-05-00,AMG GT,111,0.10%,89,22¡ã,149,38¡å
2023-06-00,AMG GT,116,0.10%,111,5¡ã,107,9¡ã
2023-07-00,AMG GT,107,0.10%,116,9¡å,176,69¡å
2023-08-00,AMG GT,183,0.10%,107,76¡ã,78,105¡ã
2023-09-00,AMG GT,192,0.10%,183,9¡ã,13,179¡ã
2023-10-00,AMG GT,57,0.00%,192,135¡å,12,45¡ã
2023-11-00,AMG GT,53,0.00%,57,4¡å,208,155¡å
2023-12-00,AMG GT,151,0.10%,53,98¡ã,118,33¡ã
2024-01-00,AMG GT,26,0.00%,151,125¡å,33,7¡å
2024-02-00,AMG GT,31,0.00%,26,5¡ã,65,34¡å
2024-03-00,AMG GT,86,0.10%,31,55¡ã,102,16¡å
2024-04-00,AMG GT,44,0.00%,86,42¡å,89,45¡å
2024-05-00,AMG GT,40,0.00%,44,4¡å,111,71¡å
2024-06-00,AMG GT,34,0.00%,40,6¡å,116,82¡å
2024-07-00,AMG GT,38,0.00%,34,4¡ã,107,69¡å
2024-08-00,AMG GT,47,0.00%,38,9¡ã,183,136¡å
2024-09-00,AMG GT,38,0.00%,47,9¡å,192,154¡å
2022-01-00,Accord,151,0.10%,188,37¡å,0,151¡ã
