,Month,모델,판매량,점유율,전월대비,전월대비변화량,전년대비,전년대비변화량
403,2023-05-01,718 Boxster,62.0,0.00%,59,3▲,54,8▲
404,2023-06-01,718 Boxster,48.0,0.00%,62,14▼,19,29▲
405,2023-07-01,718 Boxster,60.0,0.00%,48,12▲,20,40▲
406,2023-08-01,718 Boxster,51.0,0.00%,60,9▼,5,46▲
407,2023-09-01,718 Boxster,31.0,0.00%,51,20▼,0,31▲
408,2023-10-01,718 Boxster,25.0,0.00%,31,6▼,18,7▲
409,2023-11-01,718 Boxster,31.0,0.00%,25,6▲,33,2▼
410,2023-12-01,718 Boxster,37.0,0.00%,31,6▲,21,16▲
411,2024-01-01,718 Boxster,45.0,0.00%,37,8▲,15,30▲
412,2024-02-01,718 Boxster,59.0,0.10%,45,14▲,20,39▲
413,2024-03-01,718 Boxster,33.0,0.00%,59,26▼,11,22▲
414,2024-04-01,718 Boxster,18.0,0.00%,33,15▼,59,41▼
415,2024-05-01,718 Boxster,16.0,0.00%,18,2▼,62,46▼
416,2024-06-01,718 Boxster,34.0,0.00%,16,18▲,48,14▼
417,2024-07-01,718 Boxster,27.0,0.00%,34,7▼,60,33▼
418,2024-08-01,718 Boxster,28.0,0.00%,27,1▲,51,23▼
419,2024-09-01,718 Boxster,11.0,0.00%,28,17▼,31,20▼
420,2022-01-01,718 Cayman,6.0,0.00%,13,7▼,12,6▼
421,2022-02-01,718 Cayman,6.0,0.00%,6,0▼,13,7▼
422,2022-03-01,718 Cayman,22.0,0.00%,6,16▲,19,3▲
423,2022-04-01,718 Cayman,17.0,0.00%,22,5▼,18,1▼
424,2022-05-01,718 Cayman,15.0,0.00%,17,2▼,8,7▲
425,2022-06-01,718 Cayman,3.0,0.00%,15,12▼,13,10▼
426,2022-07-01,718 Cayman,9.0,0.00%,3,6▲,10,1▼
427,2022-08-01,718 Cayman,1.0,0.00%,9,8▼,11,10▼
428,2022-10-01,718 Cayman,13.0,0.00%,0,13▲,0,13▲
429,2022-11-01,718 Cayman,23.0,0.00%,13,10▲,9,14▲
430,2022-12-01,718 Cayman,20.0,0.00%,23,3▼,13,7▲
431,2023-01-01,718 Cayman,12.0,0.00%,20,8▼,6,6▲
432,2023-02-01,718 Cayman,19.0,0.00%,12,7▲,6,13▲
433,2023-03-01,718 Cayman,16.0,0.00%,19,3▼,22,6▼
434,2023-04-01,718 Cayman,15.0,0.00%,16,1▼,17,2▼
435,2023-05-01,718 Cayman,19.0,0.00%,15,4▲,15,4▲
436,2023-06-01,718 Cayman,15.0,0.00%,19,4▼,3,12▲
437,2023-07-01,718 Cayman,7.0,0.00%,15,8▼,9,2▼
438,2023-08-01,718 Cayman,7.0,0.00%,7,0▼,1,6▲
439,2023-09-01,718 Cayman,9.0,0.00%,7,2▲,0,9▲
440,2023-10-01,718 Cayman,9.0,0.00%,9,0▼,13,4▼
441,2023-11-01,718 Cayman,14.0,0.00%,9,5▲,23,9▼
442,2023-12-01,718 Cayman,7.0,0.00%,14,7▼,20,13▼
443,2024-01-01,718 Cayman,6.0,0.00%,7,1▼,12,6▼
444,2024-02-01,718 Cayman,12.0,0.00%,6,6▲,19,7▼
445,2024-03-01,718 Cayman,6.0,0.00%,12,6▼,16,10▼
446,2024-04-01,718 Cayman,5.0,0.00%,6,1▼,15,10▼
447,2024-05-01,718 Cayman,5.0,0.00%,5,0▼,19,14▼
448,2024-06-01,718 Cayman,4.0,0.00%,5,1▼,15,11▼
449,2024-07-01,718 Cayman,2.0,0.00%,4,2▼,7,5▼
450,2024-08-01,718 Cayman,7.0,0.00%,2,5▲,7,0▼
451,2024-09-01,718 Cayman,5.0,0.00%,7,2▼,9,4▼
452,2022-01-01,8 Series,34.0,0.00%,29,5▲,29,5▲
453,2022-02-01,8 Series,12.0,0.00%,34,22▼,13,1▼
454,2022-03-01,8 Series,16.0,0.00%,12,4▲,30,14▼
455,2022-04-01,8 Series,20.0,0.00%,16,4▲,34,14▼
456,2022-05-01,8 Series,18.0,0.00%,20,2▼,39,21▼
457,2022-06-01,8 Series,32.0,0.00%,18,14▲,46,14▼
458,2022-07-01,8 Series,35.0,0.00%,5,30▲,0,35▲
459,2022-08-01,8 Series,82.0,0.10%,35,47▲,0,82▲
460,2022-09-01,8 Series,115.0,0.10%,82,33▲,0,115▲
461,2022-10-01,8 Series,141.0,0.10%,115,26▲,0,141▲
462,2022-11-01,8 Series,87.0,0.10%,141,54▼,0,87▲
463,2022-12-01,8 Series,38.0,0.00%,87,49▼,0,38▲
464,2023-01-01,8 Series,30.0,0.00%,38,8▼,0,30▲
465,2023-02-01,8 Series,26.0,0.00%,30,4▼,0,26▲
466,2023-03-01,8 Series,45.0,0.00%,26,19▲,0,45▲
467,2023-04-01,8 Series,37.0,0.00%,45,8▼,0,37▲
468,2023-05-01,8 Series,58.0,0.00%,37,21▲,0,58▲
469,2023-06-01,8 Series,74.0,0.00%,58,16▲,5,69▲
470,2023-07-01,8 Series,40.0,0.00%,74,34▼,35,5▲
471,2023-08-01,8 Series,50.0,0.00%,40,10▲,82,32▼
472,2023-09-01,8 Series,53.0,0.00%,50,3▲,115,62▼
473,2023-10-01,8 Series,75.0,0.10%,53,22▲,141,66▼
474,2023-11-01,8 Series,83.0,0.10%,75,8▲,87,4▼
475,2023-12-01,8 Series,78.0,0.10%,83,5▼,38,40▲
476,2024-01-01,8 Series,32.0,0.00%,78,46▼,30,2▲
477,2024-02-01,8 Series,64.0,0.10%,32,32▲,26,38▲
478,2024-03-01,8 Series,45.0,0.00%,64,19▼,45,0▼
479,2024-04-01,8 Series,44.0,0.00%,45,1▼,37,7▲
480,2024-05-01,8 Series,55.0,0.00%,44,11▲,58,3▼
481,2024-06-01,8 Series,47.0,0.00%,55,8▼,74,27▼
482,2024-07-01,8 Series,51.0,0.00%,47,4▲,40,11▲
483,2024-08-01,8 Series,74.0,0.10%,51,23▲,50,24▲
484,2024-09-01,8 Series,55.0,0.00%,74,19▼,53,2▲
485,2022-01-01,911,117.0,0.10%,27,90▲,132,15▼
486,2022-02-01,911,61.0,0.00%,117,56▼,97,36▼
487,2022-03-01,911,175.0,0.10%,61,114▲,38,137▲
488,2022-04-01,911,176.0,0.10%,175,1▲,63,113▲
489,2022-05-01,911,140.0,0.10%,176,36▼,170,30▼
490,2022-06-01,911,95.0,0.10%,140,45▼,171,76▼
491,2022-07-01,911,66.0,0.00%,95,29▼,99,33▼
492,2022-08-01,911,35.0,0.00%,66,31▼,51,16▼
493,2022-09-01,911,64.0,0.00%,35,29▲,57,7▲
494,2022-10-01,911,46.0,0.00%,64,18▼,34,12▲
495,2022-11-01,911,41.0,0.00%,46,5▼,75,34▼
496,2022-12-01,911,34.0,0.00%,41,7▼,27,7▲
497,2023-01-01,911,62.0,0.10%,34,28▲,117,55▼
498,2023-02-01,911,101.0,0.10%,62,39▲,61,40▲
499,2023-03-01,911,101.0,0.10%,101,0▼,175,74▼
500,2023-04-01,911,136.0,0.10%,101,35▲,176,40▼
501,2023-05-01,911,147.0,0.10%,136,11▲,140,7▲
502,2023-06-01,911,136.0,0.10%,147,11▼,95,41▲
503,2023-07-01,911,105.0,0.10%,136,31▼,66,39▲
504,2023-08-01,911,174.0,0.10%,105,69▲,35,139▲
505,2023-09-01,911,119.0,0.10%,174,55▼,64,55▲
506,2023-10-01,911,99.0,0.10%,119,20▼,46,53▲
507,2023-11-01,911,60.0,0.00%,99,39▼,41,19▲
508,2023-12-01,911,62.0,0.00%,60,2▲,34,28▲
509,2024-01-01,911,85.0,0.10%,62,23▲,62,23▲
510,2024-02-01,911,90.0,0.10%,85,5▲,101,11▼
511,2024-03-01,911,73.0,0.10%,90,17▼,101,28▼
512,2024-04-01,911,107.0,0.10%,73,34▲,136,29▼
513,2024-05-01,911,120.0,0.10%,107,13▲,147,27▼
514,2024-06-01,911,57.0,0.00%,120,63▼,136,79▼
515,2024-07-01,911,204.0,0.20%,57,147▲,105,99▲
516,2024-08-01,911,235.0,0.20%,204,31▲,174,61▲
517,2024-09-01,911,126.0,0.10%,235,109▼,119,7▲
518,2022-01-01,A-Class,5.0,0.00%,128,123▼,832,827▼
519,2022-02-01,A-Class,413.0,0.30%,5,408▲,598,185▼
520,2022-03-01,A-Class,274.0,0.20%,413,139▼,495,221▼
521,2022-04-01,A-Class,119.0,0.10%,274,155▼,478,359▼
522,2022-05-01,A-Class,367.0,0.30%,119,248▲,323,44▲
523,2022-06-01,A-Class,182.0,0.10%,367,185▼,406,224▼
524,2022-07-01,A-Class,142.0,0.10%,182,40▼,386,244▼
525,2022-08-01,A-Class,442.0,0.30%,142,300▲,376,66▲
526,2022-09-01,A-Class,269.0,0.20%,442,173▼,403,134▼
527,2022-10-01,A-Class,358.0,0.20%,269,89▲,62,296▲
528,2022-11-01,A-Class,193.0,0.10%,358,165▼,35,158▲
529,2022-12-01,A-Class,675.0,0.40%,193,482▲,128,547▲
530,2023-01-01,A-Class,68.0,0.10%,675,607▼,5,63▲
531,2023-02-01,A-Class,171.0,0.10%,68,103▲,413,242▼
532,2023-03-01,A-Class,79.0,0.00%,171,92▼,274,195▼
533,2023-04-01,A-Class,47.0,0.00%,79,32▼,119,72▼
534,2023-05-01,A-Class,132.0,0.10%,47,85▲,367,235▼
535,2023-06-01,A-Class,65.0,0.00%,132,67▼,182,117▼
536,2023-07-01,A-Class,21.0,0.00%,65,44▼,142,121▼
537,2023-08-01,A-Class,15.0,0.00%,21,6▼,442,427▼
538,2023-09-01,A-Class,10.0,0.00%,15,5▼,269,259▼
539,2023-10-01,A-Class,9.0,0.00%,10,1▼,358,349▼
540,2023-11-01,A-Class,23.0,0.00%,9,14▲,193,170▼
541,2023-12-01,A-Class,186.0,0.10%,0,186▲,0,186▲
542,2024-01-01,A-Class,181.0,0.20%,186,5▼,0,181▲
543,2024-02-01,A-Class,218.0,0.20%,181,37▲,0,218▲
544,2024-03-01,A-Class,260.0,0.20%,218,42▲,0,260▲
545,2024-04-01,A-Class,367.0,0.30%,260,107▲,0,367▲
546,2024-05-01,A-Class,269.0,0.20%,367,98▼,0,269▲
547,2024-06-01,A-Class,235.0,0.20%,269,34▼,0,235▲
548,2024-07-01,A-Class,73.0,0.10%,235,162▼,0,73▲
549,2024-08-01,A-Class,119.0,0.10%,73,46▲,0,119▲
550,2024-09-01,A-Class,154.0,0.10%,119,35▲,0,154▲
551,2022-07-01,A3,277.0,0.20%,0,277▲,0,277▲
552,2022-08-01,A3,153.0,0.10%,277,124▼,0,153▲
553,2022-09-01,A3,27.0,0.00%,153,126▼,0,27▲
554,2022-10-01,A3,6.0,0.00%,27,21▼,0,6▲
555,2022-11-01,A3,73.0,0.00%,6,67▲,0,73▲
556,2022-12-01,A3,86.0,0.10%,73,13▲,0,86▲
557,2023-01-01,A3,67.0,0.10%,86,19▼,0,67▲
558,2023-02-01,A3,98.0,0.10%,67,31▲,0,98▲
559,2023-03-01,A3,79.0,0.00%,98,19▼,0,79▲
560,2023-04-01,A3,16.0,0.00%,79,63▼,0,16▲
561,2023-05-01,A3,133.0,0.10%,16,117▲,0,133▲
562,2023-06-01,A3,100.0,0.10%,133,33▼,0,100▲
563,2023-07-01,A3,123.0,0.10%,100,23▲,277,154▼
564,2023-08-01,A3,121.0,0.10%,123,2▼,153,32▼
565,2023-09-01,A3,103.0,0.10%,121,18▼,27,76▲
566,2023-10-01,A3,81.0,0.10%,103,22▼,6,75▲
567,2023-11-01,A3,111.0,0.10%,81,30▲,73,38▲
568,2023-12-01,A3,115.0,0.10%,111,4▲,86,29▲
569,2024-01-01,A3,17.0,0.00%,115,98▼,67,50▼
570,2024-02-01,A3,25.0,0.00%,17,8▲,98,73▼
571,2024-03-01,A3,13.0,0.00%,25,12▼,79,66▼
572,2024-04-01,A3,42.0,0.00%,13,29▲,16,26▲
573,2024-05-01,A3,34.0,0.00%,42,8▼,133,99▼
574,2024-06-01,A3,29.0,0.00%,34,5▼,100,71▼
575,2024-07-01,A3,24.0,0.00%,29,5▼,123,99▼
576,2024-08-01,A3,55.0,0.00%,24,31▲,121,66▼
577,2024-09-01,A3,78.0,0.10%,55,23▲,103,25▼
578,2022-01-01,A4,272.0,0.20%,594,322▼,188,84▲
579,2022-02-01,A4,19.0,0.00%,272,253▼,113,94▼
580,2022-03-01,A4,107.0,0.10%,19,88▲,163,56▼
581,2022-04-01,A4,50.0,0.00%,107,57▼,92,42▼
582,2022-05-01,A4,113.0,0.10%,50,63▲,18,95▲
583,2022-06-01,A4,96.0,0.10%,113,17▼,111,15▼
584,2022-07-01,A4,34.0,0.00%,96,62▼,179,145▼
585,2022-08-01,A4,97.0,0.10%,34,63▲,75,22▲
586,2022-09-01,A4,50.0,0.00%,97,47▼,11,39▲
587,2022-10-01,A4,71.0,0.00%,50,21▲,239,168▼
588,2022-11-01,A4,68.0,0.00%,71,3▼,407,339▼
589,2022-12-01,A4,144.0,0.10%,68,76▲,594,450▼
590,2023-01-01,A4,153.0,0.10%,144,9▲,272,119▼
591,2023-02-01,A4,179.0,0.10%,153,26▲,19,160▲
592,2023-03-01,A4,296.0,0.20%,179,117▲,107,189▲
593,2023-04-01,A4,23.0,0.00%,296,273▼,50,27▼
594,2023-05-01,A4,51.0,0.00%,23,28▲,113,62▼
595,2023-06-01,A4,41.0,0.00%,51,10▼,96,55▼
596,2023-07-01,A4,51.0,0.00%,41,10▲,34,17▲
597,2023-08-01,A4,49.0,0.00%,51,2▼,97,48▼
598,2023-09-01,A4,50.0,0.00%,49,1▲,50,0▼
599,2023-10-01,A4,35.0,0.00%,50,15▼,71,36▼
600,2023-11-01,A4,61.0,0.00%,35,26▲,68,7▼
601,2023-12-01,A4,48.0,0.00%,61,13▼,144,96▼
602,2024-01-01,A4,8.0,0.00%,48,40▼,153,145▼
603,2024-02-01,A4,17.0,0.00%,8,9▲,179,162▼
604,2024-03-01,A4,15.0,0.00%,17,2▼,296,281▼
605,2024-04-01,A4,9.0,0.00%,15,6▼,23,14▼
606,2024-05-01,A4,12.0,0.00%,9,3▲,51,39▼
607,2024-06-01,A4,7.0,0.00%,12,5▼,41,34▼
608,2024-07-01,A4,5.0,0.00%,7,2▼,51,46▼
609,2024-08-01,A4,13.0,0.00%,5,8▲,49,36▼
610,2024-09-01,A4,10.0,0.00%,13,3▼,50,40▼
611,2022-01-01,A5,23.0,0.00%,291,268▼,163,140▼
612,2022-02-01,A5,3.0,0.00%,23,20▼,72,69▼
613,2022-03-01,A5,18.0,0.00%,3,15▲,109,91▼
614,2022-04-01,A5,25.0,0.00%,18,7▲,64,39▼
615,2022-05-01,A5,189.0,0.10%,25,164▲,35,154▲
616,2022-06-01,A5,63.0,0.00%,189,126▼,76,13▼
617,2022-07-01,A5,48.0,0.00%,63,15▼,66,18▼
618,2022-08-01,A5,63.0,0.00%,48,15▲,32,31▲
619,2022-09-01,A5,15.0,0.00%,63,48▼,2,13▲
620,2022-10-01,A5,39.0,0.00%,15,24▲,63,24▼
621,2022-11-01,A5,69.0,0.00%,39,30▲,102,33▼
622,2022-12-01,A5,107.0,0.10%,69,38▲,291,184▼
623,2023-01-01,A5,109.0,0.10%,107,2▲,23,86▲
624,2023-02-01,A5,112.0,0.10%,109,3▲,3,109▲
625,2023-03-01,A5,109.0,0.10%,112,3▼,18,91▲
626,2023-04-01,A5,14.0,0.00%,109,95▼,25,11▼
627,2023-05-01,A5,51.0,0.00%,14,37▲,189,138▼
628,2023-06-01,A5,41.0,0.00%,51,10▼,63,22▼
629,2023-07-01,A5,37.0,0.00%,41,4▼,48,11▼
630,2023-08-01,A5,32.0,0.00%,37,5▼,63,31▼
631,2023-09-01,A5,27.0,0.00%,32,5▼,15,12▲
632,2023-10-01,A5,24.0,0.00%,27,3▼,39,15▼
633,2023-11-01,A5,31.0,0.00%,24,7▲,69,38▼
634,2023-12-01,A5,38.0,0.00%,31,7▲,107,69▼
635,2024-01-01,A5,4.0,0.00%,38,34▼,109,105▼
636,2024-02-01,A5,11.0,0.00%,4,7▲,112,101▼
637,2024-03-01,A5,6.0,0.00%,11,5▼,109,103▼
638,2024-04-01,A5,17.0,0.00%,6,11▲,14,3▲
639,2024-05-01,A5,9.0,0.00%,17,8▼,51,42▼
640,2024-06-01,A5,10.0,0.00%,9,1▲,41,31▼
641,2024-07-01,A5,9.0,0.00%,10,1▼,37,28▼
642,2024-08-01,A5,6.0,0.00%,9,3▼,32,26▼
643,2024-09-01,A5,21.0,0.00%,6,15▲,27,6▼
644,2022-01-01,A6,423.0,0.40%,"2,429","2,006▼","1,096",673▼
645,2022-02-01,A6,371.0,0.30%,423,52▼,"1,483","1,112▼"
646,2022-03-01,A6,364.0,0.30%,371,7▼,"1,486","1,122▼"
647,2022-04-01,A6,390.0,0.30%,364,26▲,719,329▼
648,2022-05-01,A6,846.0,0.60%,390,456▲,0,846▲
649,2022-06-01,A6,794.0,0.50%,846,52▼,802,8▼
650,2022-07-01,A6,638.0,0.40%,794,156▼,"1,281",643▼
651,2022-09-01,A6,413.0,0.30%,"1,049",636▼,307,106▲
652,2022-10-01,A6,573.0,0.40%,413,160▲,"1,276",703▼
653,2022-11-01,A6,713.0,0.50%,573,140▲,"1,225",512▼
654,2023-02-01,A6,998.0,0.70%,"1,498",500▼,371,627▲
655,2023-03-01,A6,975.0,0.60%,998,23▼,364,611▲
656,2023-04-01,A6,182.0,0.10%,975,793▼,390,208▼
657,2023-05-01,A6,242.0,0.20%,182,60▲,846,604▼
658,2023-06-01,A6,671.0,0.40%,242,429▲,794,123▼
659,2023-07-01,A6,573.0,0.40%,671,98▼,638,65▼
660,2023-08-01,A6,646.0,0.50%,573,73▲,"1,049",403▼
661,2023-09-01,A6,571.0,0.40%,646,75▼,413,158▲
662,2023-10-01,A6,471.0,0.30%,571,100▼,573,102▼
663,2023-11-01,A6,545.0,0.30%,471,74▲,713,168▼
664,2023-12-01,A6,539.0,0.40%,545,6▼,"1,714","1,175▼"
665,2024-01-01,A6,22.0,0.00%,539,517▼,"1,498","1,476▼"
666,2024-02-01,A6,56.0,0.00%,22,34▲,998,942▼
667,2024-03-01,A6,84.0,0.10%,56,28▲,975,891▼
668,2024-04-01,A6,136.0,0.10%,84,52▲,182,46▼
669,2024-05-01,A6,289.0,0.20%,136,153▲,242,47▲
670,2024-06-01,A6,293.0,0.20%,289,4▲,671,378▼
671,2024-07-01,A6,243.0,0.20%,293,50▼,573,330▼
672,2024-08-01,A6,187.0,0.10%,243,56▼,646,459▼
673,2024-09-01,A6,114.0,0.10%,187,73▼,571,457▼
674,2022-01-01,A7,178.0,0.20%,221,43▼,170,8▲
675,2022-02-01,A7,163.0,0.10%,178,15▼,258,95▼
676,2022-03-01,A7,109.0,0.10%,163,54▼,350,241▼
677,2022-04-01,A7,86.0,0.10%,109,23▼,114,28▼
678,2022-05-01,A7,123.0,0.10%,86,37▲,159,36▼
679,2022-06-01,A7,122.0,0.10%,123,1▼,181,59▼
680,2022-07-01,A7,103.0,0.10%,122,19▼,164,61▼
681,2022-08-01,A7,78.0,0.10%,103,25▼,36,42▲
682,2022-09-01,A7,39.0,0.00%,78,39▼,3,36▲
683,2022-10-01,A7,37.0,0.00%,39,2▼,63,26▼
684,2022-11-01,A7,92.0,0.10%,37,55▲,32,60▲
685,2022-12-01,A7,19.0,0.00%,92,73▼,221,202▼
686,2023-01-01,A7,30.0,0.00%,19,11▲,178,148▼
687,2023-02-01,A7,67.0,0.00%,30,37▲,163,96▼
688,2023-03-01,A7,77.0,0.00%,67,10▲,109,32▼
689,2023-04-01,A7,26.0,0.00%,77,51▼,86,60▼
690,2023-05-01,A7,34.0,0.00%,26,8▲,123,89▼
691,2023-06-01,A7,37.0,0.00%,34,3▲,122,85▼
692,2023-07-01,A7,71.0,0.10%,37,34▲,103,32▼
693,2023-08-01,A7,56.0,0.00%,71,15▼,78,22▼
694,2023-09-01,A7,45.0,0.00%,56,11▼,39,6▲
695,2023-10-01,A7,41.0,0.00%,45,4▼,37,4▲
696,2023-11-01,A7,32.0,0.00%,41,9▼,92,60▼
697,2023-12-01,A7,35.0,0.00%,32,3▲,19,16▲
698,2024-01-01,A7,9.0,0.00%,35,26▼,30,21▼
699,2024-02-01,A7,23.0,0.00%,9,14▲,67,44▼
700,2024-03-01,A7,18.0,0.00%,23,5▼,77,59▼
701,2024-04-01,A7,32.0,0.00%,18,14▲,26,6▲
702,2024-05-01,A7,15.0,0.00%,32,17▼,34,19▼
703,2024-06-01,A7,19.0,0.00%,15,4▲,37,18▼
704,2024-07-01,A7,19.0,0.00%,19,0▼,71,52▼
705,2024-08-01,A7,15.0,0.00%,19,4▼,56,41▼
706,2024-09-01,A7,17.0,0.00%,15,2▲,45,28▼
707,2022-01-01,A8,61.0,0.10%,63,2▼,87,26▼
708,2022-02-01,A8,126.0,0.10%,61,65▲,88,38▲
709,2022-03-01,A8,77.0,0.10%,126,49▼,105,28▼
710,2022-04-01,A8,75.0,0.10%,77,2▼,72,3▲
711,2022-05-01,A8,90.0,0.10%,75,15▲,0,90▲
712,2022-06-01,A8,64.0,0.00%,90,26▼,121,57▼
713,2022-07-01,A8,84.0,0.10%,64,20▲,164,80▼
714,2022-08-01,A8,96.0,0.10%,84,12▲,130,34▼
715,2022-09-01,A8,78.0,0.10%,96,18▼,55,23▲
716,2022-10-01,A8,57.0,0.00%,0,57▲,0,57▲
717,2022-11-01,A8,39.0,0.00%,57,18▼,0,39▲
718,2022-12-01,A8,33.0,0.00%,39,6▼,0,33▲
719,2023-01-01,A8,56.0,0.00%,33,23▲,0,56▲
720,2023-02-01,A8,71.0,0.00%,56,15▲,0,71▲
721,2023-03-01,A8,59.0,0.00%,71,12▼,0,59▲
722,2023-04-01,A8,16.0,0.00%,59,43▼,0,16▲
723,2023-05-01,A8,33.0,0.00%,16,17▲,0,33▲
724,2023-06-01,A8,71.0,0.00%,33,38▲,0,71▲
725,2023-07-01,A8,98.0,0.10%,71,27▲,0,98▲
726,2023-08-01,A8,70.0,0.10%,98,28▼,0,70▲
727,2023-09-01,A8,66.0,0.00%,70,4▼,0,66▲
728,2023-10-01,A8,61.0,0.00%,66,5▼,57,4▲
729,2023-11-01,A8,77.0,0.00%,61,16▲,39,38▲
730,2023-12-01,A8,84.0,0.10%,77,7▲,33,51▲
731,2024-01-01,A8,13.0,0.00%,84,71▼,56,43▼
732,2024-02-01,A8,8.0,0.00%,13,5▼,71,63▼
733,2024-03-01,A8,9.0,0.00%,8,1▲,59,50▼
734,2024-04-01,A8,5.0,0.00%,9,4▼,16,11▼
735,2024-05-01,A8,8.0,0.00%,5,3▲,33,25▼
736,2024-06-01,A8,2.0,0.00%,8,6▼,71,69▼
737,2024-07-01,A8,2.0,0.00%,2,0▼,98,96▼
738,2024-08-01,A8,8.0,0.00%,2,6▲,70,62▼
739,2024-09-01,A8,33.0,0.00%,8,25▲,66,33▼
740,2022-01-01,AMG GT,11.0,0.00%,4,7▲,1,10▲
741,2022-02-01,AMG GT,2.0,0.00%,5,3▼,12,10▼
742,2022-03-01,AMG GT,169.0,0.10%,2,167▲,3,166▲
743,2022-04-01,AMG GT,178.0,0.10%,169,9▲,11,167▲
744,2022-05-01,AMG GT,149.0,0.10%,178,29▼,0,149▲
745,2022-06-01,AMG GT,107.0,0.10%,149,42▼,3,104▲
746,2022-07-01,AMG GT,176.0,0.10%,107,69▲,0,176▲
747,2022-08-01,AMG GT,78.0,0.10%,176,98▼,2,76▲
748,2022-09-01,AMG GT,13.0,0.00%,78,65▼,2,11▲
749,2022-10-01,AMG GT,12.0,0.00%,13,1▼,4,8▲
750,2022-11-01,AMG GT,208.0,0.10%,12,196▲,12,196▲
751,2022-12-01,AMG GT,118.0,0.10%,208,90▼,4,114▲
752,2023-01-01,AMG GT,33.0,0.00%,118,85▼,11,22▲
753,2023-02-01,AMG GT,65.0,0.00%,33,32▲,2,63▲
754,2023-03-01,AMG GT,102.0,0.10%,65,37▲,169,67▼
755,2023-04-01,AMG GT,89.0,0.10%,102,13▼,178,89▼
756,2023-05-01,AMG GT,111.0,0.10%,89,22▲,149,38▼
757,2023-06-01,AMG GT,116.0,0.10%,111,5▲,107,9▲
758,2023-07-01,AMG GT,107.0,0.10%,116,9▼,176,69▼
759,2023-08-01,AMG GT,183.0,0.10%,107,76▲,78,105▲
760,2023-09-01,AMG GT,192.0,0.10%,183,9▲,13,179▲
761,2023-10-01,AMG GT,57.0,0.00%,192,135▼,12,45▲
762,2023-11-01,AMG GT,53.0,0.00%,57,4▼,208,155▼
763,2023-12-01,AMG GT,151.0,0.10%,53,98▲,118,33▲
764,2024-01-01,AMG GT,26.0,0.00%,151,125▼,33,7▼
765,2024-02-01,AMG GT,31.0,0.00%,26,5▲,65,34▼
766,2024-03-01,AMG GT,86.0,0.10%,31,55▲,102,16▼
767,2024-04-01,AMG GT,44.0,0.00%,86,42▼,89,45▼
768,2024-05-01,AMG GT,40.0,0.00%,44,4▼,111,71▼
769,2024-06-01,AMG GT,34.0,0.00%,40,6▼,116,82▼
770,2024-07-01,AMG GT,38.0,0.00%,34,4▲,107,69▼
771,2024-08-01,AMG GT,47.0,0.00%,38,9▲,183,136▼
772,2024-09-01,AMG GT,38.0,0.00%,47,9▼,192,154▼
773,2022-01-01,Accord,151.0,0.10%,188,37▼,0,151▲
774,2022-02-01,Accord,103.0,0.10%,151,48▼,112,9▼
775,2022-03-01,Accord,26.0,0.00%,103,77▼,139,113▼
776,2022-04-01,Accord,92.0,0.10%,26,66▲,80,12▲
777,2022-05-01,Accord,87.0,0.10%,92,5▼,182,95▼
778,2022-06-01,Accord,198.0,0.10%,87,111▲,154,44▲
779,2022-07-01,Accord,170.0,0.10%,198,28▼,166,4▲
780,2022-08-01,Accord,136.0,0.10%,170,34▼,211,75▼
781,2022-09-01,Accord,93.0,0.10%,136,43▼,216,123▼
782,2022-10-01,Accord,87.0,0.10%,93,6▼,275,188▼
783,2022-11-01,Accord,22.0,0.00%,87,65▼,351,329▼
784,2022-12-01,Accord,100.0,0.10%,22,78▲,188,88▼
785,2023-01-01,Accord,28.0,0.00%,100,72▼,151,123▼
786,2023-02-01,Accord,25.0,0.00%,28,3▼,103,78▼
787,2023-03-01,Accord,17.0,0.00%,25,8▼,26,9▼
788,2023-04-01,Accord,1.0,0.00%,17,16▼,92,91▼
789,2023-09-01,Accord,11.0,0.00%,0,11▲,93,82▼
790,2023-04-01,All New CR-V,39.0,0.00%,0,39▲,0,39▲
791,2023-05-01,All New CR-V,98.0,0.10%,39,59▲,0,98▲
792,2023-06-01,All New CR-V,96.0,0.10%,98,2▼,0,96▲
793,2023-07-01,All New CR-V,16.0,0.00%,96,80▼,0,16▲
794,2023-08-01,All New CR-V,78.0,0.10%,16,62▲,0,78▲
795,2023-09-01,All New CR-V,52.0,0.00%,78,26▼,0,52▲
796,2023-10-01,All New CR-V,131.0,0.10%,52,79▲,0,131▲
797,2023-11-01,All New CR-V,39.0,0.00%,131,92▼,0,39▲
798,2023-12-01,All New CR-V,56.0,0.00%,39,17▲,0,56▲
799,2024-01-01,All New CR-V,78.0,0.10%,56,22▲,0,78▲
800,2024-02-01,All New CR-V,30.0,0.00%,78,48▼,0,30▲
801,2024-03-01,All New CR-V,85.0,0.10%,30,55▲,0,85▲
802,2024-04-01,All New CR-V,50.0,0.00%,85,35▼,39,11▲
803,2024-05-01,All New CR-V,60.0,0.00%,50,10▲,98,38▼
804,2024-06-01,All New CR-V,108.0,0.10%,60,48▲,96,12▲
805,2024-07-01,All New CR-V,133.0,0.10%,108,25▲,16,117▲
806,2024-08-01,All New CR-V,132.0,0.10%,133,1▼,78,54▲
807,2024-09-01,All New CR-V,113.0,0.10%,132,19▼,52,61▲
808,2023-08-01,All New Pilot,13.0,0.00%,0,13▲,0,13▲
